Mã MH,Tên MH,Số tín chỉ,Nhóm lớp,DK/ Sĩ số,Ngôn ngữ,Nhóm LT,Giảng viên,Nhóm BT,Giảng viên BT/TN,Sĩ số LT,Thứ(Buổi 1),Tiết(Buổi 1),Phòng(Buổi 1),CS(Buổi 1),Thứ(Buổi 2),Tiết(Buổi 2),Phòng(Buổi 2),CS(Buổi 2),Thứ(Buổi 3),Tiết(Buổi 3),Phòng(Buổi 3),CS(Buổi 3)
GE3017 ,Kỹ thuật vỉa dầu khí,3.0,L01,50/60,V,L01, ,, ,60,Thứ 3 ,4 5,H2-407 ,2 ,,,,,,,,
GE3017 ,Kỹ thuật vỉa dầu khí,3.0,L02,8/60,V,L02, ,, ,60,Thứ 6 ,7 8,H1-308 ,2 ,,,,,,,,
GE3037 ,TT kt pt các ct của mtđc,1.0,L01,23/25,V,L01, ,, ,25,Thứ 3 ,11 12,B8-108 ,1 ,,,,,,,,
GE3061 ,Thực hành địa kỹ thuật 2,1.0,L01,11/200,V,L01, ,, ,200,,,,1 ,,,,,,,,
GE3075 ,Đồ án môn học cn khoandk,1.0,L01,1/500,V,L01,,, ,500,,,,1 ,,,,,,,,
GE3075 ,Đồ án môn học cn khoandk,1.0,T01,0/500,V,T01,,, ,500,,,,1 ,,,,,,,,
GE3089 ,K/thác &bv tàinguyên ndđ,3.0,L01,1/60,V,L01, ,, ,60,Thứ 4 ,4 5,H6-211 ,2 ,,,,,,,,
GE3141 ,Địa thống kê,3.0,L01,12/60,V,L01, ,, ,60,Thứ 4 ,2 3,H2-402 ,2 ,,,,,,,,
GE3143 ,Địa kỹ thuật 2,3.0,L01,18/60,V,L01, ,, ,60,Thứ 3 ,4 5,H3-102 ,2 ,,,,,,,,
GE3145 ,Đồ án địa kỹ thuật 2,1.0,L01,13/200,V,L01, ,, ,200,,,,1 ,,,,,,,,
GE3145 ,Đồ án địa kỹ thuật 2,1.0,T01,0/500,V,T01,,, ,500,,,,1 ,,,,,,,,
GE3147 ,Địa hóa môi trường,3.0,L01,1/60,V,L01, ,, ,60,Thứ 2 ,10 11,H1-310 ,2 ,,,,,,,,
GE3149 ,Đồ án kỹthuật tài nguyên,1.0,L01,0/200,V,L01, ,, ,200,,,,1 ,,,,,,,,
GE3149 ,Đồ án kỹthuật tài nguyên,1.0,T01,0/500,V,T01,,, ,500,,,,1 ,,,,,,,,
GE3151 ,Bv mtr trog cndk+kiếntập,3.0,CC01,12/45,V,CC01, ,, ,45,Thứ 5 ,7 8,B4-306 ,1 ,,,,,,,,
GE3151 ,Bv mtr trog cndk+kiếntập,3.0,L01,19/60,V,L01, ,, ,60,Thứ 3 ,4 5,H2-402 ,2 ,,,,,,,,
GE3151 ,Bv mtr trog cndk+kiếntập,3.0,L02,5/60,V,L02, ,, ,60,Thứ 4 ,2 3,H2-405 ,2 ,,,,,,,,
GE3153 ,Ql tài nguyên đất &k/sản,3.0,L01,0/60,V,L01, ,, ,60,Thứ 3 ,4 5,H2-403 ,2 ,,,,,,,,
GE3155 ,Đồ án tính toán ứd tktdk,1.0,CC01,2/500,V,CC01,,, ,500,,,,1 ,,,,,,,,
GE3155 ,Đồ án tính toán ứd tktdk,1.0,L01,8/500,V,L01,,, ,500,,,,1 ,,,,,,,,
GE3155 ,Đồ án tính toán ứd tktdk,1.0,T01,0/500,V,T01,,, ,500,,,,1 ,,,,,,,,
GE3157 ,Đồ án kỹ thuật dầu khí 1,1.0,CC01,1/500,V,CC01,,, ,500,,,,1 ,,,,,,,,
GE3157 ,Đồ án kỹ thuật dầu khí 1,1.0,L01,12/500,V,L01,,, ,500,,,,1 ,,,,,,,,
GE3157 ,Đồ án kỹ thuật dầu khí 1,1.0,T01,0/500,V,T01,,, ,500,,,,1 ,,,,,,,,
GE3159 ,Đồ án kỹ thuật dầu khí 2,1.0,CC01,5/500,V,CC01, ,, ,500,,,,1 ,,,,,,,,
GE3159 ,Đồ án kỹ thuật dầu khí 2,1.0,L01,50/200,V,L01, ,, ,200,,,,1 ,,,,,,,,
GE3159 ,Đồ án kỹ thuật dầu khí 2,1.0,T01,2/500,V,T01,,, ,500,,,,1 ,,,,,,,,
GE3161 ,Q/lý dự án trong kt tntđ,3.0,CC01,0/45,V,CC01, ,, ,45,Thứ 4 ,2 3,C5-302 ,1 ,,,,,,,,
GE3161 ,Q/lý dự án trong kt tntđ,3.0,L01,34/60,V,L01, ,, ,60,Thứ 4 ,10 11,H2-405 ,2 ,,,,,,,,
GE3175 ,Hoànthiện giếng & kt vỉa,3.0,CC01,0/45,V,CC01, ,, ,45,Thứ 5 ,2 3,B8-302 ,1 ,,,,,,,,
GE3175 ,Hoànthiện giếng & kt vỉa,3.0,L01,38/60,V,L01, ,, ,60,Thứ 5 ,7 8,H1-106 ,2 ,,,,,,,,
GE3177 ,Pp tìm kiếm thăm dò tldk,3.0,CC01,0/45,V,CC01, ,, ,45,Thứ 4 ,4 5,B9-204 ,1 ,,,,,,,,
GE3177 ,Pp tìm kiếm thăm dò tldk,3.0,L01,24/60,V,L01, ,, ,60,Thứ 4 ,10 11,H2-403 ,2 ,,,,,,,,
GE3181 ,Công nghệ khoan dầu khí,3.0,CC01,0/45,V,CC01, ,, ,45,Thứ 2 ,9 10,B1-302 ,1 ,,,,,,,,
GE3181 ,Công nghệ khoan dầu khí,3.0,L01,26/60,V,L01, ,, ,60,Thứ 2 ,4 5,H6-516 ,2 ,,,,,,,,
GE3183 ,Đc &tài nguyên dầukhí VN,3.0,CC01,0/45,V,CC01, ,, ,45,Thứ 2 ,8 9,B2-202 ,1 ,,,,,,,,
GE3183 ,Đc &tài nguyên dầukhí VN,3.0,L01,16/60,V,L01, ,, ,60,Thứ 2 ,4 5,H6-306 ,2 ,,,,,,,,
GE3185 ,Khảo sát giếng,3.0,CC01,0/45,V,CC01, ,, ,45,Thứ 5 ,5 6,B2-202 ,1 ,,,,,,,,
GE3185 ,Khảo sát giếng,3.0,L01,0/60,V,L01, ,, ,60,Thứ 5 ,11 12,H6-504 ,2 ,,,,,,,,
GE3187 ,Chuyên đề 4 (ktdk),3.0,CC01,0/45,V,CC01, ,, ,45,Thứ 5 ,5 6,B1-202 ,1 ,,,,,,,,
GE3187 ,Chuyên đề 4 (ktdk),3.0,L01,0/60,V,L01, ,, ,60,Thứ 5 ,10 11,H3-206 ,2 ,,,,,,,,
GE3189 ,Chuyên đề 5 (ktdk),3.0,CC01,0/45,V,CC01, ,, ,45,Thứ 2 ,9 10,B8-302 ,1 ,,,,,,,,
GE3189 ,Chuyên đề 5 (ktdk),3.0,L01,0/60,V,L01, ,, ,60,Thứ 2 ,4 5,H2-304 ,2 ,,,,,,,,
GE3191 ,Chuyên đề 6 (ktdk),3.0,CC01,0/45,V,CC01, ,, ,45,Thứ 4 ,2 3,C5-304 ,1 ,,,,,,,,
GE3191 ,Chuyên đề 6 (ktdk),3.0,L01,0/60,V,L01, ,, ,60,Thứ 4 ,10 11,H3-502 ,2 ,,,,,,,,
GE3193 ,Chuyên đề 1 (ktđc),3.0,L01,3/60,V,L01, ,, ,60,Thứ 6 ,4 5,H2-304 ,2 ,,,,,,,,
GE3195 ,Chuyên đề 2 (ktđc),3.0,L01,0/60,V,L01, ,, ,60,Thứ 4 ,5 6,H2-302 ,2 ,,,,,,,,
GE3197 ,Đồ án chuyên đề 1,1.0,L01,4/200,V,L01, ,, ,200,,,,1 ,,,,,,,,
GE3197 ,Đồ án chuyên đề 1,1.0,T01,0/500,V,T01,,, ,500,,,,1 ,,,,,,,,
GE3199 ,Dung dịch khoan & ximăng,3.0,CC01,0/45,V,CC01, ,, ,45,Thứ 4 ,7 8,C4-404 ,1 ,,,,,,,,
GE3199 ,Dung dịch khoan & ximăng,3.0,L01,2/60,V,L01, ,, ,60,Thứ 4 ,2 3,H2-304 ,2 ,,,,,,,,
GE3201 ,Địa chất ct-đctv khu vực,3.0,L01,0/60,V,L01, ,, ,60,Thứ 5 ,4 5,H3-502 ,2 ,,,,,,,,
GE3203 ,ưd GIS &v/thám trg ql tn,3.0,L01,1/60,V,L01, ,, ,60,Thứ 4 ,8 9,H2-304 ,2 ,,,,,,,,
GE3207 ,Cn cb dk pv cho các ncnk,3.0,CC01,8/45,V,CC01, ,, ,45,Thứ 4 ,10 11,A4-203 ,1 ,,,,,,,,
GE3207 ,Cn cb dk pv cho các ncnk,3.0,L01,32/60,V,L01, ,, ,60,Thứ 4 ,4 5,H2-305 ,2 ,,,,,,,,
GE3207 ,Cn cb dk pv cho các ncnk,3.0,L02,25/60,V,L02, ,, ,60,Thứ 3 ,7 8,H1-312 ,2 ,,,,,,,,
GE3315 ,Thực tập ngoài trường,1.0,L01,0/500,V,L01,,, ,500,,,,1 ,,,,,,,,
GE3315 ,Thực tập ngoài trường,1.0,T01,0/500,V,T01,,, ,500,,,,1 ,,,,,,,,
GE3335 ,Thực tập ngoài trường,2.0,L01,12/200,V,L01, ,, ,200,,,,1 ,,,,,,,,
GE3335 ,Thực tập ngoài trường,2.0,T01,0/500,V,T01,,, ,500,,,,1 ,,,,,,,,
GE3345 ,Thực tập ngoài trường,2.0,CC01,3/200,V,CC01, ,, ,200,,,,1 ,,,,,,,,
GE3345 ,Thực tập ngoài trường,2.0,L01,60/200,V,L01, ,, ,200,,,,1 ,,,,,,,,
GE3345 ,Thực tập ngoài trường,2.0,T01,2/500,V,T01,,, ,500,,,,1 ,,,,,,,,
GE4001 ,Đồ án địa kỹ thuật 2,1.0,L01,2/500,V,L01,,, ,500,,,,1 ,,,,,,,,
GE4001 ,Đồ án địa kỹ thuật 2,1.0,T01,0/500,V,T01,,, ,500,,,,1 ,,,,,,,,
GE4005 ,Đồ án môn học,1.0,L01,2/500,V,L01,,, ,500,,,,1 ,,,,,,,,
GE4005 ,Đồ án môn học,1.0,T01,0/500,V,T01,,, ,500,,,,1 ,,,,,,,,
GE4023 ,Đồ án nền móng côngtrình,1.0,L01,1/500,V,L01,,, ,500,,,,1 ,,,,,,,,
GE4023 ,Đồ án nền móng côngtrình,1.0,T01,0/500,V,T01,,, ,500,,,,1 ,,,,,,,,
GE4029 ,Các p/pháp gia cố đất,3.0,L01,25/60,V,L01, ,, ,60,Thứ 2 ,9 10,H3-206 ,2 ,,,,,,,,
GE4039 ,Đồ án mônhọc ks-td&ppttl,1.0,L01,17/80,V,L01, ,, ,80,,,,1 ,,,,,,,,
GE4039 ,Đồ án mônhọc ks-td&ppttl,1.0,T01,0/500,V,T01,,, ,500,,,,1 ,,,,,,,,
GE4059 ,Đồ án môn học pt mỏ dk,2.0,L01,1/500,V,L01,,, ,500,,,,1 ,,,,,,,,
GE4059 ,Đồ án môn học pt mỏ dk,2.0,T01,0/500,V,T01,,, ,500,,,,1 ,,,,,,,,
GE4079 ,Pp lập bản đồ đcmt-đcđt,3.0,L01,1/60,V,L01, ,, ,60,Thứ 6 ,4 5,H3-102 ,2 ,,,,,,,,
GE4081 ,Thủy địa hóa,3.0,L01,0/60,V,L01, ,, ,60,Thứ 3 ,7 8,H2-304 ,2 ,,,,,,,,
GE4085 ,Đv &tl bản đồ tn đất &ks,3.0,L01,0/60,V,L01, ,, ,60,Thứ 4 ,4 5,H3-305 ,2 ,,,,,,,,
GE4087 ,Đôthị sinhthái thôngminh,3.0,L01,0/60,V,L01, ,, ,60,Thứ 3 ,4 5,H1-104 ,2 ,,,,,,,,
GE4089 ,Qh tài nguyên đất &k/sản,3.0,L01,0/60,V,L01, ,, ,60,Thứ 5 ,9 10,H3-207 ,2 ,,,,,,,,
GE4093 ,Phân tích và dự báo ktdk,3.0,CC01,10/45,V,CC01, ,, ,45,Thứ 5 ,2 3,A4-410 ,1 ,,,,,,,,
GE4093 ,Phân tích và dự báo ktdk,3.0,L01,11/60,V,L01, ,, ,60,Thứ 5 ,10 11,H2-402 ,2 ,,,,,,,,
GE4093 ,Phân tích và dự báo ktdk,3.0,L02,39/60,V,L02, ,, ,60,Thứ 3 ,9 10,H2-405 ,2 ,,,,,,,,
GE4101 ,Chuyên đề quản lý 4(ktdk,3.0,CC01,0/45,V,CC01, ,, ,45,Thứ 5 ,8 9,B4-301 ,1 ,,,,,,,,
GE4101 ,Chuyên đề quản lý 4(ktdk,3.0,L01,0/60,V,L01, ,, ,60,Thứ 5 ,4 5,H6-109 ,2 ,,,,,,,,
GE4103 ,Chuyên đề quản lý 7(ktdk,3.0,CC01,0/45,V,CC01, ,, ,45,Thứ 2 ,7 8,C6-604 ,1 ,,,,,,,,
GE4103 ,Chuyên đề quản lý 7(ktdk,3.0,L01,0/60,V,L01, ,, ,60,Thứ 2 ,2 3,H6-208 ,2 ,,,,,,,,
GE4105 ,Chuyên đề 3 (ktđc),3.0,L01,0/60,V,L01, ,, ,60,Thứ 6 ,4 5,H1-312 ,2 ,,,,,,,,
GE4107 ,Chuyên đề 4 (ktđc),3.0,L01,0/60,V,L01, ,, ,60,Thứ 6 ,10 11,H1-403 ,2 ,,,,,,,,
GE4111 ,Đồ án chuyên đề 3,1.0,L01,1/80,V,L01, ,, ,80,,,,1 ,,,,,,,,
GE4111 ,Đồ án chuyên đề 3,1.0,T01,0/500,V,T01,,, ,500,,,,1 ,,,,,,,,
GE4113 ,Đồ án chuyên đề 4,1.0,L01,0/80,V,L01, ,, ,80,,,,1 ,,,,,,,,
GE4113 ,Đồ án chuyên đề 4,1.0,T01,0/500,V,T01,,, ,500,,,,1 ,,,,,,,,
GE4141 ,Đồ án chuyên ngành,2.0,CC01,1/500,V,CC01,,, ,500,,,,1 ,,,,,,,,
GE4141 ,Đồ án chuyên ngành,2.0,L01,7/500,V,L01,,, ,500,,,,1 ,,,,,,,,
GE4143 ,Đồ án chuyên ngành,2.0,L01,9/500,V,L01,,, ,500,,,,1 ,,,,,,,,
GE4313 ,Luận văn tốt nghiệp (dcm,9.0,L01,1/500,V,L01,,, ,500,,,,1 ,,,,,,,,
GE4313 ,Luận văn tốt nghiệp (dcm,9.0,T01,0/500,V,T01,,, ,500,,,,1 ,,,,,,,,
GE4315 ,Đề cương luận văn tn,0.0,L01,7/500,V,L01,,, ,500,,,,1 ,,,,,,,,
GE4315 ,Đề cương luận văn tn,0.0,T01,0/500,V,T01,,, ,500,,,,1 ,,,,,,,,
GE4317 ,Luận văn tốt nghiệp,9.0,L01,3/500,V,L01,,, ,500,,,,1 ,,,,,,,,
GE4317 ,Luận văn tốt nghiệp,9.0,T01,0/500,V,T01,,, ,500,,,,1 ,,,,,,,,
GE4321 ,Đề cương luận văn tn,0.0,L01,0/500,V,L01,,, ,500,,,,1 ,,,,,,,,
GE4321 ,Đề cương luận văn tn,0.0,T01,0/500,V,T01,,, ,500,,,,1 ,,,,,,,,
GE4323 ,Luận văn tốt nghiệp (ddk,9.0,L01,1/500,V,L01,,, ,500,,,,1 ,,,,,,,,
GE4323 ,Luận văn tốt nghiệp (ddk,9.0,T01,0/500,V,T01,,, ,500,,,,1 ,,,,,,,,
GE4327 ,Luận văn tốt nghiệp,9.0,L01,3/500,V,L01,,, ,500,,,,1 ,,,,,,,,
GE4327 ,Luận văn tốt nghiệp,9.0,T01,1/500,V,T01,,, ,500,,,,1 ,,,,,,,,
GE4337 ,Đồ án tốt nghiệp,4.0,L01,6/80,V,L01, ,, ,80,,,,1 ,,,,,,,,
GE4337 ,Đồ án tốt nghiệp,4.0,T01,0/500,V,T01,,, ,500,,,,1 ,,,,,,,,
GE4343 ,Luận văn tốt nghiệp(ktkk,9.0,L01,1/500,V,L01,,, ,500,,,,1 ,,,,,,,,
GE4343 ,Luận văn tốt nghiệp(ktkk,9.0,T01,0/500,V,T01,,, ,500,,,,1 ,,,,,,,,
GE4347 ,Đồ án tốt nghiệp,4.0,CC01,8/80,V,CC01, ,, ,80,,,,1 ,,,,,,,,
GE4347 ,Đồ án tốt nghiệp,4.0,L01,16/80,V,L01, ,, ,80,,,,1 ,,,,,,,,
GE4347 ,Đồ án tốt nghiệp,4.0,T01,0/500,V,T01,,, ,500,,,,1 ,,,,,,,,
GE4363 ,Luận văn tốt nghiệp (clc,9.0,T01,1/500,V,T01,,, ,500,,,,1 ,,,,,,,,
IM1001 ,Giới thiệu ngành,3.0,CC01,45/45,V,CC01, ,, ,45,Thứ 4 ,10 11,B10-206 ,1 ,,,,,,,,
IM1003 ,Kinh tế học vi mô,3.0,CC01,32/45,V,CC01, ,, ,45,Thứ 6 ,11 12,A4-410 ,1 ,,,,,,,,
IM1007 ,Quản trị đại cương,3.0,CC01,43/45,V,CC01, ,, ,45,Thứ 2 ,11 12,A4-204 ,1 ,,,,,,,,
IM1009 ,Kinh tế học vĩ mô,3.0,CC01,15/45,V,CC01, ,, ,45,Thứ 2 ,9 10,A4-508 ,1 ,,,,,,,,
IM1009 ,Kinh tế học vĩ mô,3.0,CC02,42/45,V,CC02, ,, ,45,Thứ 2 ,7 8,A4-509 ,1 ,,,,,,,,
IM1009 ,Kinh tế học vĩ mô,3.0,L01,80/80,V,L01, ,, ,80,Thứ 5 ,4 5,H6-506 ,2 ,,,,,,,,
IM1009 ,Kinh tế học vĩ mô,3.0,L02,41/80,V,L02, ,, ,80,Thứ 5 ,9 10,H6-512 ,2 ,,,,,,,,
IM1009 ,Kinh tế học vĩ mô,3.0,L03,80/80,V,L03, ,, ,80,Thứ 5 ,7 8,H6-214 ,2 ,,,,,,,,
IM1013 ,Kinh tế học đại cương,3.0,CC01,44/45,V,CC01, ,, ,45,Thứ 6 ,9 10,B10-203 ,1 ,,,,,,,,
IM1013 ,Kinh tế học đại cương,3.0,CC02,45/45,V,CC02, ,, ,45,Thứ 6 ,11 12,B10-203 ,1 ,,,,,,,,
IM1013 ,Kinh tế học đại cương,3.0,CC03,45/45,V,CC03, ,, ,45,Thứ 2 ,9 10,B1-310 ,1 ,,,,,,,,
IM1013 ,Kinh tế học đại cương,3.0,L01,60/60,V,L01, ,, ,60,Thứ 2 ,4 5,H3-305 ,2 ,,,,,,,,
IM1013 ,Kinh tế học đại cương,3.0,L02,60/60,V,L02, ,, ,60,Thứ 5 ,9 10,H6-411 ,2 ,,,,,,,,
IM1013 ,Kinh tế học đại cương,3.0,L03,60/60,V,L03, ,, ,60,Thứ 6 ,10 11,H1-106 ,2 ,,,,,,,,
IM1013 ,Kinh tế học đại cương,3.0,L04,60/60,V,L04, ,, ,60,Thứ 5 ,11 12,H2-403 ,2 ,,,,,,,,
IM1013 ,Kinh tế học đại cương,3.0,L05,70/70,V,L05,,, ,70,Thứ 5 ,2 3,H6-210 ,2 ,,,,,,,,
IM1013 ,Kinh tế học đại cương,3.0,L06,70/70,V,L06,,, ,70,Thứ 5 ,7 8,H6-210 ,2 ,,,,,,,,
IM1013 ,Kinh tế học đại cương,3.0,L07,70/70,V,L07,,, ,70,Thứ 5 ,4 5,H6-210 ,2 ,,,,,,,,
IM1013 ,Kinh tế học đại cương,3.0,L08,70/70,V,L08,,, ,70,Thứ 5 ,9 10,H6-210 ,2 ,,,,,,,,
IM1013 ,Kinh tế học đại cương,3.0,L09,70/70,V,L09,,, ,70,Thứ 4 ,7 8,H6-109 ,2 ,,,,,,,,
IM1013 ,Kinh tế học đại cương,3.0,L10,70/70,V,L10,,, ,70,Thứ 4 ,9 10,H6-110 ,2 ,,,,,,,,
IM1013 ,Kinh tế học đại cương,3.0,L11,62/70,V,L11, ,, ,70,Thứ 6 ,5 6,H6-110 ,2 ,,,,,,,,
IM1013 ,Kinh tế học đại cương,3.0,TT01,45/50,V,TT01, ,, ,50,Thứ 6 ,2 3,B9-203 ,1 ,,,,,,,,
IM1015 ,Kế toán tài chính,3.0,CC01,42/45,V,CC01, ,, ,45,Thứ 6 ,5 6,B1-310 ,1 ,,,,,,,,
IM1015 ,Kế toán tài chính,3.0,CC02,23/45,V,CC02, ,, ,45,Thứ 6 ,8 9,B1-307 ,1 ,,,,,,,,
IM1015 ,Kế toán tài chính,3.0,L01,80/80,V,L01, ,, ,80,Thứ 6 ,4 5,H2-307 ,2 ,,,,,,,,
IM1015 ,Kế toán tài chính,3.0,L02,80/80,V,L02, ,, ,80,Thứ 6 ,8 9,H3-206 ,2 ,,,,,,,,
IM1015 ,Kế toán tài chính,3.0,L03,80/80,V,L03, ,, ,80,Thứ 2 ,8 9,H6-109 ,2 ,,,,,,,,
IM1017 ,Thống kê trong kinhdoanh,3.0,CC01,22/45,V,CC01, ,, ,45,Thứ 4 ,9 10,B8-302 ,1 ,,,,,,,,
IM1017 ,Thống kê trong kinhdoanh,3.0,CC02,41/45,V,CC02, ,, ,45,Thứ 2 ,9 10,A4-312 ,1 ,,,,,,,,
IM1017 ,Thống kê trong kinhdoanh,3.0,L01,60/60,V,L01, ,, ,60,Thứ 4 ,8 9,H1-308 ,2 ,,,,,,,,
IM1017 ,Thống kê trong kinhdoanh,3.0,L02,60/60,V,L02, ,, ,60,Thứ 4 ,4 5,H1-801 ,2 ,,,,,,,,
IM1017 ,Thống kê trong kinhdoanh,3.0,L03,60/60,V,L03, ,, ,60,Thứ 3 ,2 3,H6-514 ,2 ,,,,,,,,
IM1017 ,Thống kê trong kinhdoanh,3.0,L04,60/60,V,L04, ,, ,60,Thứ 3 ,7 8,H3-505 ,2 ,,,,,,,,
IM1019 ,Tiếp thị căn bản,3.0,CC01,45/45,V,CC01, ,, ,45,Thứ 5 ,8 9,B10-202 ,1 ,,,,,,,,
IM1019 ,Tiếp thị căn bản,3.0,CC02,45/45,V,CC02, ,, ,45,Thứ 5 ,4 5,A4-312 ,1 ,,,,,,,,
IM1019 ,Tiếp thị căn bản,3.0,L01,80/80,V,L01, ,, ,80,Thứ 2 ,2 3,H1-312 ,2 ,,,,,,,,
IM1019 ,Tiếp thị căn bản,3.0,L02,79/80,V,L02, ,, ,80,Thứ 2 ,4 5,H3-207 ,2 ,,,,,,,,
IM1019 ,Tiếp thị căn bản,3.0,L03,80/80,V,L03, ,, ,80,Thứ 4 ,2 3,H2-302 ,2 ,,,,,,,,
IM1019 ,Tiếp thị căn bản,3.0,TT01,50/50,V,TT01, ,, ,50,Thứ 4 ,7 8,B9-202 ,1 ,,,,,,,,
IM1021 ,Khởi nghiệp,3.0,CC01,60/60,V,CC01, ,, ,60,Thứ 6 ,10 11,B10-202 ,1 ,,,,,,,,
IM1021 ,Khởi nghiệp,3.0,CC02,60/60,V,CC02, ,, ,60,Thứ 6 ,2 3,C4-404 ,1 ,,,,,,,,
IM1021 ,Khởi nghiệp,3.0,L01,70/70,V,L01, ,, ,70,Thứ 5 ,11 12,H6-510 ,2 ,,,,,,,,
IM1021 ,Khởi nghiệp,3.0,L02,70/70,V,L02, ,, ,70,Thứ 5 ,9 10,H1-203 ,2 ,,,,,,,,
IM1021 ,Khởi nghiệp,3.0,L03,70/70,V,L03, ,, ,70,Thứ 4 ,4 5,H1-303 ,2 ,,,,,,,,
IM1021 ,Khởi nghiệp,3.0,L04,68/70,V,L04, ,, ,70,Thứ 4 ,2 3,H3-305 ,2 ,,,,,,,,
IM1021 ,Khởi nghiệp,3.0,L05,70/70,V,L05, ,, ,70,Thứ 6 ,7 8,H1-213 ,2 ,,,,,,,,
IM1021 ,Khởi nghiệp,3.0,L06,70/70,V,L06, ,, ,70,Thứ 6 ,10 11,H6-504 ,2 ,,,,,,,,
IM1021 ,Khởi nghiệp,3.0,L07,70/70,V,L07,,, ,70,Thứ 3 ,2 3,H6-206 ,2 ,,,,,,,,
IM1021 ,Khởi nghiệp,3.0,L08,70/70,V,L08,,, ,70,Thứ 3 ,4 5,H6-206 ,2 ,,,,,,,,
IM1021 ,Khởi nghiệp,3.0,L09,70/70,V,L09,,, ,70,Thứ 5 ,4 5,H6-206 ,2 ,,,,,,,,
IM1021 ,Khởi nghiệp,3.0,L10,70/70,V,L10,,, ,70,Thứ 2 ,4 5,H6-110 ,2 ,,,,,,,,
IM1021 ,Khởi nghiệp,3.0,L11,70/70,V,L11,,, ,70,Thứ 2 ,2 3,H6-109 ,2 ,,,,,,,,
IM1021 ,Khởi nghiệp,3.0,L12,69/70,V,L12,,, ,70,Thứ 5 ,7 8,H6-112 ,2 ,,,,,,,,
IM1021 ,Khởi nghiệp,3.0,L13,70/70,V,L13,,, ,70,Thứ 5 ,2 3,H6-206 ,2 ,,,,,,,,
IM1021 ,Khởi nghiệp,3.0,L14,70/70,V,L14,,, ,70,Thứ 5 ,9 10,H6-206 ,2 ,,,,,,,,
IM1021 ,Khởi nghiệp,3.0,L15,80/80,V,L15,Võ Thị Ngọc Trân ,, ,80,Thứ 3 ,7 8,H6-411 ,2 ,,,,,,,,
IM1021 ,Khởi nghiệp,3.0,P01,63/70,V,P01, ,, ,70,Thứ 2 ,2 3,B4-403 ,1 ,,,,,,,,
IM1023 ,Quảnlý sảnxuất cho kỹ sư,3.0,CC01,45/45,V,CC01, ,, ,45,Thứ 3 ,5 6,B2-202 ,1 ,,,,,,,,
IM1023 ,Quảnlý sảnxuất cho kỹ sư,3.0,CC02,45/45,V,CC02, ,, ,45,Thứ 3 ,11 12,A4-508 ,1 ,,,,,,,,
IM1023 ,Quảnlý sảnxuất cho kỹ sư,3.0,L01,70/70,V,L01, ,, ,70,Thứ 2 ,10 11,H3-405 ,2 ,,,,,,,,
IM1023 ,Quảnlý sảnxuất cho kỹ sư,3.0,L02,70/70,V,L02, ,, ,70,Thứ 4 ,10 11,H1-312 ,2 ,,,,,,,,
IM1023 ,Quảnlý sảnxuất cho kỹ sư,3.0,L03,70/70,V,L03, ,, ,70,Thứ 4 ,8 9,H6-208 ,2 ,,,,,,,,
IM1023 ,Quảnlý sảnxuất cho kỹ sư,3.0,L04,70/70,V,L04, ,, ,70,Thứ 6 ,4 5,H6-512 ,2 ,,,,,,,,
IM1023 ,Quảnlý sảnxuất cho kỹ sư,3.0,L05,70/70,V,L05, ,, ,70,Thứ 2 ,2 3,H3-402 ,2 ,,,,,,,,
IM1023 ,Quảnlý sảnxuất cho kỹ sư,3.0,L06,70/70,V,L06,,, ,70,Thứ 6 ,4 5,H6-213 ,2 ,,,,,,,,
IM1023 ,Quảnlý sảnxuất cho kỹ sư,3.0,L07,70/70,V,L07,,, ,70,Thứ 3 ,9 10,H6-213 ,2 ,,,,,,,,
IM1023 ,Quảnlý sảnxuất cho kỹ sư,3.0,L08,70/70,V,L08,,, ,70,Thứ 2 ,9 10,H6-413 ,2 ,,,,,,,,
IM1023 ,Quảnlý sảnxuất cho kỹ sư,3.0,L09,70/70,V,L09,,, ,70,Thứ 6 ,2 3,H6-212 ,2 ,,,,,,,,
IM1023 ,Quảnlý sảnxuất cho kỹ sư,3.0,L10,70/70,V,L10,,, ,70,Thứ 3 ,7 8,H6-213 ,2 ,,,,,,,,
IM1023 ,Quảnlý sảnxuất cho kỹ sư,3.0,L11,70/70,V,L11,,, ,70,Thứ 2 ,7 8,H6-210 ,2 ,,,,,,,,
IM1023 ,Quảnlý sảnxuất cho kỹ sư,3.0,L12,69/70,V,L12,Nguyễn Thị Hoàng Mai ,, ,70,Thứ 2 ,4 5,H6-214 ,2 ,,,,,,,,
IM1023 ,Quảnlý sảnxuất cho kỹ sư,3.0,L13,24/70,V,L13,Nguyễn Thị Hoàng Mai ,, ,70,Thứ 2 ,7 8,H6-411 ,2 ,,,,,,,,
IM1023 ,Quảnlý sảnxuất cho kỹ sư,3.0,L14,1/70,V,L14,Đường Võ Hùng ,, ,70,Thứ 4 ,3 4,H6-414 ,2 ,,,,,,,,
IM1023 ,Quảnlý sảnxuất cho kỹ sư,3.0,L15,16/70,V,L15,Đường Võ Hùng ,, ,70,Thứ 4 ,5 6,H6-112 ,2 ,,,,,,,,
IM1025 ,Quản lý dự án cho kỹ sư,3.0,CC01,60/60,V,CC01, ,, ,60,Thứ 3 ,2 3,A4-508 ,1 ,,,,,,,,
